date;a_withdr
30/10/2017;28650
31/10/2017;29090
01/11/2017;19250
02/11/2017;18030
03/11/2017;24360
04/11/2017;20030
05/11/2017;12450
06/11/2017;20080
07/11/2017;16550
08/11/2017;16680
09/11/2017;17720
10/11/2017;12260
11/11/2017;10850
12/11/2017;13440
13/11/2017;14730
14/11/2017;13990
15/11/2017;22090
16/11/2017;23330
17/11/2017;46080
18/11/2017;33200
19/11/2017;150
20/11/2017;53720
21/11/2017;32980
22/11/2017;23570
23/11/2017;27020
24/11/2017;43960
25/11/2017;30030
26/11/2017;15240
27/11/2017;26470
28/11/2017;23120
29/11/2017;28390
30/11/2017;31070
01/12/2017;14350
02/12/2017;27400
03/12/2017;20260
04/12/2017;13840
05/12/2017;20280
06/12/2017;16010
07/12/2017;21190
08/12/2017;12830
09/12/2017;10680
10/12/2017;13820
11/12/2017;11600
12/12/2017;14270
13/12/2017;11040
14/12/2017;10780
15/12/2017;17400
16/12/2017;13910
17/12/2017;14520
18/12/2017;14520
19/12/2017;37520
20/12/2017;48620
21/12/2017;44990
22/12/2017;25970
23/12/2017;29660
24/12/2017;23730
25/12/2017;47060
26/12/2017;49280
27/12/2017;32350
28/12/2017;38180
29/12/2017;36120
30/12/2017;25080
31/12/2017;19850
01/01/2018;13290
02/01/2018;15740
03/01/2018;17040
04/01/2018;20250
05/01/2018;20670
06/01/2018;14150
07/01/2018;5090
08/01/2018;16570
09/01/2018;11800
10/01/2018;12600
11/01/2018;16450
12/01/2018;9150
13/01/2018;16400
14/01/2018;9450
15/01/2018;25440
16/01/2018;22400
17/01/2018;19000
18/01/2018;47790
19/01/2018;57180
20/01/2018;34350
21/01/2018;24220
22/01/2018;36820
23/01/2018;32280
24/01/2018;38480
25/01/2018;33860
26/01/2018;27710
27/01/2018;24480
28/01/2018;15180
29/01/2018;24860
30/01/2018;28580
31/01/2018;23870
01/02/2018;21770
02/02/2018;19520
03/02/2018;20750
04/02/2018;18620
05/02/2018;18750
06/02/2018;16160
07/02/2018;17750
08/02/2018;15300
09/02/2018;14170
10/02/2018;16610
11/02/2018;16300
12/02/2018;6360
13/02/2018;12280
14/02/2018;16570
15/02/2018;11860
16/02/2018;13830
17/02/2018;24970
18/02/2018;10170
19/02/2018;69040
20/02/2018;45920
21/02/2018;32290
22/02/2018;29810
23/02/2018;31820
24/02/2018;37890
25/02/2018;21090
26/02/2018;50530
27/02/2018;28720
28/02/2018;29350
01/03/2018;23530
02/03/2018;21860
03/03/2018;24950
04/03/2018;13010
05/03/2018;24550
06/03/2018;23230
07/03/2018;17180
08/03/2018;13360
09/03/2018;15010
10/03/2018;16420
11/03/2018;17610
12/03/2018;21620
13/03/2018;13490
14/03/2018;15510
15/03/2018;19950
16/03/2018;22040
17/03/2018;17310
18/03/2018;12560
19/03/2018;67290
20/03/2018;30400
21/03/2018;34510
22/03/2018;31270
23/03/2018;29100
24/03/2018;20830
25/03/2018;18150
26/03/2018;45820
27/03/2018;42950
28/03/2018;28020
29/03/2018;20320
30/03/2018;30560
31/03/2018;29090
01/04/2018;17140
02/04/2018;23240
03/04/2018;23070
04/04/2018;19180
05/04/2018;16230
06/04/2018;22220
07/04/2018;19070
08/04/2018;16950
09/04/2018;17280
10/04/2018;21130
11/04/2018;18050
12/04/2018;15490
13/04/2018;17110
14/04/2018;17290
15/04/2018;12480
16/04/2018;30910
17/04/2018;24830
18/04/2018;58900
19/04/2018;49650
20/04/2018;29600
21/04/2018;21430
22/04/2018;18290
23/04/2018;30490
24/04/2018;21540
25/04/2018;24670
26/04/2018;49860
27/04/2018;43610
28/04/2018;29150
29/04/2018;23970
30/04/2018;45850
01/05/2018;24050
02/05/2018;21180
03/05/2018;21800
04/05/2018;22950
05/05/2018;18440
06/05/2018;14180
07/05/2018;18540
08/05/2018;19950
09/05/2018;17940
10/05/2018;19420
11/05/2018;15570
12/05/2018;20540
13/05/2018;20120
14/05/2018;16780
15/05/2018;21980
16/05/2018;19100
17/05/2018;37800
18/05/2018;32510
19/05/2018;24530
20/05/2018;15920
21/05/2018;48550
22/05/2018;39880
23/05/2018;31500
24/05/2018;48660
25/05/2018;34560
26/05/2018;26630
27/05/2018;25960
28/05/2018;35490
29/05/2018;24400
30/05/2018;21980
31/05/2018;37780
01/06/2018;27210
02/06/2018;26540
03/06/2018;14110
04/06/2018;21410
05/06/2018;22030
06/06/2018;23600
07/06/2018;24930
08/06/2018;25880
09/06/2018;34640
10/06/2018;20890
11/06/2018;24890
12/06/2018;22700
13/06/2018;34220
14/06/2018;46430
15/06/2018;10420
16/06/2018;22210
17/06/2018;28580
18/06/2018;41470
19/06/2018;34050
20/06/2018;25380
21/06/2018;22710
22/06/2018;21610
23/06/2018;21320
24/06/2018;18440
25/06/2018;37570
26/06/2018;49630
27/06/2018;28070
28/06/2018;21030
29/06/2018;36480
30/06/2018;24870
